step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
250,PAYMENT,$6204.01,C2015166317,15106.0,,M1238232508,0.0,0.0,0,0
643,TRANSFER,$352179.76,C964511313,352179.76,0.0,C2000898325,0.0,0.0,1,0
207,PAYMENT,$15150.06,C485956858,308413.41,293263.34,M853496782,0.0,,0,0
260,PAYMENT,$6482.38,C1194495520,141697.0,135214.62,M1775259015,,0.0,0,0
236,CASH_IN,$72913.92,C1524276543,30797.0,103710.92,C662855838,,53403.2,0,0
455,CASH_OUT,$2108589.59,C759307305,2108589.59,0.0,C611078934,0.0,,1,0
327,CASH_OUT,$185238.61,C935134354,185238.61,0.0,C939313752,37287.36,222525.97,1,0
12,CASH_OUT,$48108.06,C1514543273,,0.0,C1297685781,13533827.65,14892535.81,0,0
399,PAYMENT,$11507.57,C1926484070,5083.0,0.0,M1683951935,0.0,0.0,0,0
379,CASH_IN,$147391.04,C1653648784,3818695.75,3966086.79,C65184392,468693.09,574371.64,0,0
286,PAYMENT,$1013.77,C501499835,11273.0,10259.23,M1795885521,0.0,0.0,0,0
133,CASH_OUT,$69971.45,C902221480,0.0,0.0,C1283164732,,627417.69,0,0
44,PAYMENT,$16294.91,C701479603,179292.39,162997.48,M24043580,0.0,0.0,0,0
448,PAYMENT,$9758.62,C2136495644,56759.15,47000.53,M298284198,0.0,0.0,0,0
10,PAYMENT,$8654.94,C1993197718,,180590.44,M1523481457,0.0,0.0,0,0
399,TRANSFER,$212577.9,C29420249,0.0,0.0,C1100374953,4289090.73,,0,0
380,TRANSFER,$3066419.3,C1476550435,0.0,0.0,C1109873608,13773648.59,16840067.89,0,0
95,PAYMENT,$1588.85,C1310679878,0.0,0.0,M1898819671,0.0,0.0,0,0
206,CASH_OUT,$40463.96,C1188261783,100748.0,,C2088378900,272243.54,312707.5,0,0
94,PAYMENT,$5986.59,C339207981,20104.0,14117.41,M1854676420,0.0,0.0,0,0
376,TRANSFER,$2724943.15,C111177078,319.0,0.0,C1066952095,0.0,,0,0
145,TRANSFER,$1767886.02,C1544286887,1767886.02,0.0,C436837170,0.0,,1,0
507,TRANSFER,$2291498.65,C277466735,2291498.65,0.0,C1988225772,0.0,0.0,1,0
43,PAYMENT,$3819.53,C1126179771,3108.42,0.0,M564723490,0.0,0.0,0,0
188,PAYMENT,$3467.94,C114501806,478175.43,,M1463151191,0.0,0.0,0,0
245,CASH_OUT,$124311.57,C1704192820,124311.57,0.0,C1482135742,116019.29,240330.86,1,0
298,CASH_IN,$312190.03,C1345439984,6925595.67,7237785.69,C1374205439,6551140.26,6238950.23,0,0
348,CASH_OUT,$255732.83,C136895032,7095.0,0.0,C1861957567,,608294.91,0,0
237,PAYMENT,$1492.62,C1468428360,0.0,0.0,M1853416386,0.0,0.0,0,0
157,TRANSFER,$533975.52,C1920861726,102594.0,0.0,C1735060349,0.0,533975.52,0,0
185,CASH_IN,$374965.6,C555761811,21031.0,395996.6,C2120096381,170297.52,0.0,0,0
188,PAYMENT,$5818.93,C798615196,123249.91,117430.98,M1747785313,,0.0,0,0
514,CASH_OUT,$89743.6,C1413358970,0.0,0.0,C1269210331,159424.26,249167.86,0,0
322,CASH_IN,$310100.15,C241587597,75557.0,385657.15,C1715093199,0.0,0.0,0,0
165,CASH_IN,$377311.36,C917359980,1157695.75,1535007.11,C920740601,5430994.17,5053682.81,0,0
191,TRANSFER,$114743.39,C1822241630,114743.39,0.0,C1691662362,0.0,0.0,1,0
203,CASH_OUT,$2986.05,C1665698753,20240.0,17253.95,C435726496,919561.6,922547.65,0,0
229,CASH_OUT,$24529.71,C1222588852,11006.0,0.0,C1958810137,558535.3,583065.02,0,0
356,PAYMENT,$1060.14,C385824610,30080.0,29019.86,M1776779646,0.0,0.0,0,0
641,TRANSFER,$2666139.51,C18505575,2666139.51,0.0,C140141487,0.0,0.0,1,0
381,PAYMENT,$2552.87,C1979450093,702459.0,699906.13,M1785639405,0.0,0.0,0,0
354,CASH_OUT,$182848.4,C1709909819,0.0,0.0,C312594964,401738.11,584586.52,0,0
257,CASH_OUT,$244143.51,C45460640,16565.0,0.0,C1734798227,311205.78,555349.3,0,0
632,CASH_OUT,$82209.71,C385209439,82209.71,0.0,C815628563,841367.51,923577.22,1,0
285,TRANSFER,$596721.86,C285253774,0.0,0.0,C14070792,4434007.39,5030729.25,0,0
92,TRANSFER,$101903.69,C1615802716,101903.69,0.0,C1977391812,0.0,0.0,1,0
180,CASH_OUT,$162174.55,C2069754237,297.0,0.0,C1078133427,763089.12,925263.67,0,0
403,CASH_OUT,$119821.7,C1803029176,0.0,0.0,C1471192326,,1062425.02,0,0
301,PAYMENT,$12785.08,C845176301,2119.69,0.0,M55149450,0.0,0.0,0,0
551,PAYMENT,$12725.62,C2067587108,126368.43,113642.81,M444208654,0.0,,0,0
235,CASH_OUT,$115471.67,C1053234309,38742.0,0.0,C239540663,7531.37,123003.04,0,0
251,CASH_OUT,$166981.18,C135694793,14878.0,0.0,C1057809371,0.0,166981.18,0,0
133,CASH_IN,$114058.28,C2027218064,228130.74,342189.02,C956370199,1640674.38,1526616.1,0,0
422,CASH_OUT,$298365.86,C1916355655,298365.86,0.0,C1396514823,0.0,298365.86,1,0
408,PAYMENT,$7208.91,C1409093141,83018.0,75809.09,M990560801,0.0,0.0,0,0
330,CASH_OUT,$494074.58,C2033017892,12640.0,,C2100123518,77478.73,571553.31,0,0
254,PAYMENT,$6007.49,C1184356146,46391.06,40383.57,M1069801012,0.0,0.0,0,0
183,PAYMENT,$8032.55,C723544256,149.0,0.0,M116630538,0.0,0.0,0,0
309,CASH_IN,$96721.2,C1336553516,2236482.76,2333203.96,C1426109677,2166760.01,2070038.81,0,0
306,PAYMENT,$14198.73,C450552728,0.0,0.0,M612433141,0.0,0.0,0,0
348,PAYMENT,$22684.63,C394971002,0.0,0.0,M1598389527,0.0,0.0,0,0
375,CASH_OUT,$3724.3,C1590896379,3724.3,0.0,C297643406,477295.98,,1,0
398,PAYMENT,$6175.94,C273316467,,151100.11,M330761704,0.0,0.0,0,0
277,PAYMENT,$17913.23,C2100949075,0.0,0.0,M638727888,0.0,0.0,0,0
154,PAYMENT,$16569.07,C966384589,0.0,,M1319308712,0.0,0.0,0,0
451,CASH_IN,$201092.03,C1335456904,1068425.53,1269517.57,C1388649833,1732723.76,1531631.73,0,0
205,TRANSFER,$475315.61,C562497743,475315.61,,C812512392,0.0,,1,0
255,PAYMENT,$241.51,C91820193,51696.0,,M527535590,0.0,0.0,0,0
438,CASH_OUT,$27286.66,C2119382172,27286.66,,C2024067426,11633.47,38920.14,1,0
206,TRANSFER,$154196.49,C1983440446,154196.49,0.0,C883310788,0.0,0.0,1,0
232,CASH_OUT,$210489.99,C1053000910,30097.0,0.0,C225757849,4844462.75,5054952.73,0,0
231,CASH_IN,$111596.01,C121496067,585374.19,696970.2,C1577794216,249362.93,137766.92,0,0
254,PAYMENT,$13043.72,C547312747,0.0,,M1351651286,0.0,0.0,0,0
328,CASH_OUT,$6391.6,C1610942799,6391.6,0.0,C1312990529,,2960683.65,1,0
21,CASH_IN,$73490.55,C161648334,5535.0,79025.55,C1144319357,0.0,0.0,0,0
355,CASH_OUT,$36624.2,C1329138511,0.0,0.0,C277905760,196427.62,,0,0
164,CASH_OUT,$300398.21,C1243715169,0.0,0.0,C966609426,1623754.44,1924152.66,0,0
326,TRANSFER,$234267.16,C282874168,0.0,0.0,C1288902732,1958436.78,2192703.94,0,0
154,TRANSFER,$450847.3,C618074316,0.0,0.0,C722214886,879443.02,1330290.33,0,0
153,CASH_OUT,$63131.24,C104571203,0.0,0.0,C265663908,11827684.93,11890816.16,0,0
252,PAYMENT,$11585.04,C180311257,19984.0,8398.96,M1844242998,0.0,,0,0
19,CASH_IN,$65186.04,C313127017,3060798.71,3125984.75,C106582991,445985.89,305692.94,0,0
288,CASH_OUT,$21511.22,C600840707,21511.22,0.0,C1047213176,0.0,21511.22,1,0
208,PAYMENT,$644.5,C412031025,0.0,0.0,M527874508,0.0,0.0,0,0
376,CASH_IN,$134839.3,C672030743,5864621.01,5999460.31,C4728932,536875.74,402036.44,0,0
226,CASH_OUT,$190486.93,C1852723295,7.0,0.0,C976171832,,190486.93,0,0
179,CASH_OUT,$169772.8,C1018281568,,135471.39,C86392268,1257139.41,1426912.21,0,0
639,TRANSFER,$246250.77,C187250365,246250.77,0.0,C1147976411,0.0,0.0,1,0
306,TRANSFER,$4007200.76,C628519052,0.0,0.0,C1579001225,4490491.92,8497692.69,0,0
439,TRANSFER,$3947541.37,C38256696,3947541.37,0.0,C160187757,0.0,0.0,1,0
163,CASH_IN,$31377.29,C678574541,20531330.26,20562707.54,C57142062,266717.98,,0,0
16,CASH_OUT,$144599.79,C1019241957,,0.0,C306445069,,153622.79,0,0
398,CASH_OUT,$44273.99,C588354246,978.0,0.0,C949491692,55180.13,99454.12,0,0
230,PAYMENT,$7554.25,C1230138561,44202.0,36647.75,M729867114,0.0,0.0,0,0
179,CASH_OUT,$78002.18,C1341203087,0.0,0.0,C841085309,255393.9,333396.08,0,0
7,PAYMENT,$4862.23,C1771685960,10274.0,5411.77,M1421233855,0.0,0.0,0,0
552,TRANSFER,$492003.04,C1070629899,492003.04,0.0,C167129695,0.0,0.0,1,0
253,PAYMENT,$21826.25,C1281638211,0.0,0.0,M1181821029,0.0,0.0,0,0
42,CASH_IN,$219436.8,C1467284669,5128996.68,5348433.49,C694632384,3235768.95,3016332.14,0,0
274,CASH_IN,$1844.4,C540617405,4659.0,6503.4,C580792838,406361.39,404516.98,0,0
209,PAYMENT,$5239.64,C1561646874,,47525.36,M1873998810,0.0,0.0,0,0
136,TRANSFER,$876829.58,C1795822647,0.0,,C1992000926,902400.83,2105850.21,0,0
227,CASH_OUT,$163895.82,C2120637565,0.0,0.0,C1125681061,,364693.14,0,0
229,CASH_OUT,$258694.85,C1579012810,27003.87,0.0,C104124111,6934246.6,7192941.45,0,0
8,PAYMENT,$2514.61,C1541248753,0.0,0.0,M1873237251,0.0,0.0,0,0
9,CASH_OUT,$493407.32,C583712746,21112.0,0.0,C1476820428,15616.0,652221.66,0,0
227,CASH_OUT,$122312.92,C1765102358,22360.0,0.0,C569675628,7162952.81,7285265.73,0,0
134,CASH_IN,$357233.56,C1827345725,41414.0,398647.56,C233440260,,0.0,0,0
533,CASH_OUT,$18042.11,C473271936,18042.11,,C356431385,135951.5,153993.61,1,0
19,CASH_IN,$303121.22,C1225349969,47660.0,350781.22,C602402217,30327823.82,30114717.18,0,0
236,PAYMENT,$12584.16,C1170138846,10569.0,0.0,M2023424551,0.0,0.0,0,0
449,PAYMENT,$10463.85,C558783669,178763.93,168300.08,M1187685346,0.0,0.0,0,0
209,CASH_OUT,$239713.96,C1353504683,0.0,0.0,C2050181899,915617.38,1155331.35,0,0
143,PAYMENT,$559.9,C1333996879,158786.88,158226.98,M1782713248,0.0,0.0,0,0
203,PAYMENT,$12336.26,C764296961,656.0,0.0,M1865004631,0.0,0.0,0,0
90,TRANSFER,$39664.74,C1509358186,39664.74,0.0,C2068734277,0.0,,1,0
189,CASH_IN,$93527.22,C939508547,3867832.71,3961359.93,C751846762,256784.14,163256.92,0,0
206,CASH_OUT,$234338.1,C790713802,0.0,0.0,C441363685,751166.43,985504.53,0,0
180,PAYMENT,$52187.29,C1142961551,59342.94,7155.65,M1170682712,0.0,0.0,0,0
252,CASH_OUT,$171454.2,C1676674642,20799.0,0.0,C474625788,0.0,171454.2,0,0
167,PAYMENT,$7351.03,C1454117961,34341.0,26989.97,M343888745,0.0,0.0,0,0
384,TRANSFER,$2374412.42,C958603903,2374412.42,0.0,C68780715,0.0,0.0,1,0
476,CASH_IN,$277029.52,C1605552449,30938.0,307967.52,C1830655834,0.0,0.0,0,0
159,TRANSFER,$728335.59,C851400225,53034.0,0.0,C513890903,242628.94,970964.53,0,0
163,PAYMENT,$7308.09,C773413172,329330.56,322022.47,M1520749774,0.0,0.0,0,0
684,PAYMENT,$1824.79,C346777726,86102.52,84277.72,M2026066185,0.0,0.0,0,0
212,CASH_OUT,$32301.54,C493403709,238365.62,206064.08,C650996898,218358.79,250660.33,0,0
154,TRANSFER,$726690.87,C23994192,0.0,0.0,C599808912,7687893.75,8414584.62,0,0
401,CASH_OUT,$19511.35,C956252470,19511.35,,C1072897246,18785.78,38297.13,1,0
231,PAYMENT,$7439.56,C528322878,219645.35,,M1634438320,0.0,0.0,0,0
20,PAYMENT,$15173.08,C1666183764,7057.0,0.0,M1832370165,0.0,0.0,0,0
18,CASH_IN,$387042.48,C1800159521,,398343.48,C409722526,0.0,0.0,0,0
410,TRANSFER,$2406332.79,C676092302,2406332.79,0.0,C636444299,0.0,0.0,1,0
178,CASH_OUT,$261834.98,C603455325,0.0,0.0,C1588670999,381194.42,643029.4,0,0
208,CASH_OUT,$475841.33,C902483857,,,C904847663,5795253.93,6271095.26,0,0
307,CASH_IN,$35846.07,C2119872514,20505.0,56351.07,C898735079,18709.78,0.0,0,0
534,CASH_OUT,$1390332.39,C1515790640,1390332.39,0.0,C1288810506,0.0,1390332.39,1,0
304,PAYMENT,$45434.65,C930356294,0.0,0.0,M1904051143,,0.0,0,0
203,CASH_IN,$28748.97,C1454388813,106.0,28854.97,C1365887271,393741.69,364992.71,0,0
705,TRANSFER,$353090.95,C1206624869,353090.95,,C1470734212,0.0,0.0,1,0
722,CASH_OUT,$21960.02,C1265063091,21960.02,0.0,C730907439,0.0,21960.02,1,0
19,CASH_IN,$529596.65,C2007589182,5915175.76,6444772.41,C954432624,681398.79,151802.14,0,0
210,CASH_IN,$231062.8,C1293043549,3147789.75,3378852.55,C100723648,1751923.57,1520860.76,0,0
183,PAYMENT,$19792.2,C35406612,218.0,0.0,M1899248051,0.0,0.0,0,0
380,CASH_OUT,$121312.56,C644486992,,0.0,C2064384690,,3947884.86,0,0
16,CASH_OUT,$42058.81,C630006096,,0.0,C1350238980,,543360.57,0,0
283,CASH_OUT,$662203.96,C3049198,0.0,0.0,C1197450284,1130069.67,1792273.62,0,0
212,CASH_OUT,$286806.19,C320178502,,,C2013975645,,2724800.93,0,0
358,PAYMENT,$11632.07,C853698498,69478.0,57845.93,M2014112912,0.0,0.0,0,0
178,PAYMENT,$236.51,C1584683877,,0.0,M467163916,0.0,0.0,0,0
34,CASH_IN,$38422.71,C1142132847,,25013755.13,C1618825947,,,0,0
237,PAYMENT,$3644.19,C807905845,12490.0,8845.81,M819960423,,0.0,0,0
258,CASH_OUT,$33701.83,C7958178,25282.0,0.0,C44972684,0.0,33701.83,0,0
127,TRANSFER,$829012.31,C146118630,829012.31,0.0,C793816402,0.0,0.0,1,0
15,PAYMENT,$11970.02,C1045773278,10156.0,0.0,M1900673848,0.0,0.0,0,0
182,PAYMENT,$305.23,C2146538603,211522.0,,M1075539462,0.0,0.0,0,0
144,CASH_IN,$92864.94,C1180368974,15918.05,108782.99,C160651630,645062.13,552197.18,0,0
527,CASH_OUT,$41089.39,C64562025,0.0,,C278202481,640135.09,681224.49,0,0
40,CASH_IN,$49426.35,C1831949792,15023.0,,C403505142,0.0,0.0,0,0
44,CASH_OUT,$139750.84,C499621044,38902.0,,C729747466,189615.65,329366.49,0,0
18,CASH_OUT,$238345.83,C67310409,0.0,0.0,C1157460567,943896.01,,0,0
43,CASH_IN,$77561.16,C1152588578,1778796.34,1856357.49,C913682631,689482.33,611921.17,0,0
226,CASH_IN,$55885.7,C1055317577,7387421.72,7443307.42,C645859167,483874.23,427988.53,0,0
324,PAYMENT,$5654.02,C1690457411,0.0,,M1203748774,0.0,0.0,0,0
212,PAYMENT,$3675.01,C327710053,102060.0,98384.99,M381011893,0.0,0.0,0,0
18,CASH_IN,$30998.93,C1652833122,200137.0,231135.93,C1671752615,4265108.77,5174300.81,0,0
218,CASH_OUT,$7983958.34,C1199373292,7983958.34,0.0,C440599856,792097.13,8776055.47,1,0
254,CASH_IN,$43370.37,C303188126,25622.0,68992.37,C681644297,0.0,0.0,0,0
542,PAYMENT,$737.92,C729919239,20306.0,19568.08,M133943387,0.0,0.0,0,0
326,TRANSFER,$1774831.16,C1896587864,,0.0,C1576254197,0.0,1774831.16,0,0
595,CASH_OUT,$56226.48,C707655541,0.0,,C278174240,165974.06,222200.54,0,0
137,TRANSFER,$3116833.75,C965340171,,0.0,C863634081,0.0,0.0,1,0
374,CASH_IN,$387856.02,C1891361616,43976.0,431832.02,C885284855,16314429.14,15926573.12,0,0
540,CASH_IN,$54831.06,C1441412449,10673472.34,10728303.4,C1462072091,69438.94,,0,0
278,CASH_IN,$152944.73,C1597144303,5049.0,157993.73,C1644515444,322609.91,169665.18,0,0
13,PAYMENT,$8891.65,C399982517,48703.5,39811.85,M1581505857,0.0,0.0,0,0
186,CASH_IN,$91734.74,C722983273,31312.0,123046.74,C886172661,,721095.12,0,0
161,TRANSFER,$1533798.48,C1167018610,1533798.48,0.0,C2064362362,0.0,0.0,1,0
217,CASH_OUT,$108783.2,C656154265,108783.2,0.0,C1779832819,89597.75,198380.95,1,0
307,TRANSFER,$222735.34,C1044355469,222735.34,0.0,C1424892116,0.0,,1,0
163,PAYMENT,$1287.91,C1403898563,9995.0,8707.09,M1508736432,0.0,0.0,0,0
299,TRANSFER,$532933.29,C202391824,305223.0,0.0,C668107204,0.0,532933.29,0,0
298,PAYMENT,$12435.81,C2037758816,0.0,0.0,M1353102424,0.0,0.0,0,0
34,CASH_OUT,$58878.17,C1433138568,0.0,0.0,C68930018,844523.57,842902.94,0,0
313,TRANSFER,$1202443.49,C1431929580,1202443.49,0.0,C1237289789,,0.0,1,0
537,TRANSFER,$340119.98,C1649956184,340119.98,0.0,C2125667405,0.0,,1,0
9,PAYMENT,$9162.61,C1816166465,531923.89,,M2072679258,,0.0,0,0
45,PAYMENT,$15039.35,C1878781006,65505.0,50465.65,M1044270870,0.0,0.0,0,0
232,PAYMENT,$12621.88,C935551154,,0.0,M1233556369,0.0,0.0,0,0
306,PAYMENT,$20861.92,C2010309531,390427.96,369566.04,M1813289403,0.0,0.0,0,0
330,CASH_IN,$6602.23,C1162559923,1539911.31,1546513.54,C701638228,15188.42,8586.19,0,0
201,TRANSFER,$159036.41,C121302865,0.0,0.0,C1936725250,1257202.17,1348841.23,0,0
188,CASH_OUT,$146729.59,C854668361,135.0,0.0,C825598935,6893405.5,7040135.09,0,0
301,PAYMENT,$8527.84,C114718647,7829.0,,M332419856,0.0,0.0,0,0
571,PAYMENT,$8649.67,C92388325,268630.0,259980.33,M1501353530,0.0,0.0,0,0
400,CASH_OUT,$407101.39,C2099342042,0.0,0.0,C629628650,7019551.57,,0,0
356,PAYMENT,$54817.51,C1933618348,,0.0,M1653788409,0.0,0.0,0,0
689,CASH_OUT,$953615.38,C1034067842,953615.38,0.0,C64488744,,953615.38,1,0
42,TRANSFER,$972803.08,C1518915167,254056.0,0.0,C2029406675,2300475.69,3273278.77,0,0
33,CASH_OUT,$216548.52,C1126558230,0.0,0.0,C429107950,808553.17,1025101.68,0,0
253,CASH_OUT,$313414.42,C2076494744,10423.0,0.0,C668231861,0.0,313414.42,0,0
410,TRANSFER,$1232013.7,C599746221,1232013.7,0.0,C1135653502,0.0,0.0,1,0
212,CASH_OUT,$82080.32,C1118820641,0.0,,C889326908,990323.47,1072403.78,0,0
178,PAYMENT,$27600.72,C1030181157,0.0,0.0,M207946372,0.0,0.0,0,0
466,CASH_OUT,$230806.85,C1891374197,230806.85,0.0,C1590958349,1599122.59,1829929.44,1,0
405,PAYMENT,$10737.06,C632133556,18219.0,7481.94,M353123165,0.0,0.0,0,0
256,PAYMENT,$2357.24,C1365558378,,0.0,M847642195,0.0,0.0,0,0
302,CASH_OUT,$43235.71,C1465935638,43235.71,0.0,C1136959113,54838.13,98073.84,1,0
212,PAYMENT,$3413.36,C959073550,305404.94,301991.58,M1129582239,0.0,0.0,0,0
226,TRANSFER,$151431.33,C1575355052,0.0,0.0,C1615322622,642661.98,794093.3,0,0
34,TRANSFER,$219678.34,C650728076,0.0,0.0,C1839149367,225950.41,445628.76,0,0
187,CASH_IN,$5685.98,C280252007,16121.0,21806.98,C1590836879,309350.25,303664.27,0,0
345,PAYMENT,$5538.49,C835928287,802.79,0.0,M751255638,0.0,0.0,0,0
43,CASH_OUT,$201249.8,C619631429,0.0,0.0,C1867838836,,1530884.84,0,0
408,TRANSFER,$79126.3,C1593846381,0.0,0.0,C4803734,468758.79,547885.1,0,0
161,TRANSFER,$144876.4,C568654206,144876.4,0.0,C1584023529,0.0,0.0,1,0
536,CASH_OUT,$116974.87,C723208527,116974.87,0.0,C2063324566,735380.64,852355.51,1,0
214,CASH_OUT,$362898.25,C1683113208,11446.82,0.0,C1235294062,4790199.05,5153097.31,0,0
100,TRANSFER,$54994.1,C126342805,54994.1,0.0,C169029118,0.0,,1,0
134,CASH_IN,$53658.34,C194178312,51356.0,105014.34,C1332376774,348570.37,,0,0
423,CASH_OUT,$396757.22,C1392636479,396757.22,0.0,C1861392747,167363.79,564121.01,1,0
302,PAYMENT,$16421.14,C668290270,0.0,0.0,M754085108,0.0,0.0,0,0
305,CASH_OUT,$116727.43,C2032457260,0.0,0.0,C2136863104,325216.27,441943.7,0,0
397,CASH_IN,$89082.15,C1903534344,1206175.68,1295257.82,C69654825,850958.53,761876.39,0,0
164,CASH_IN,$217116.96,C1215565280,10533445.66,10750562.61,C1321547372,898214.0,681097.04,0,0
346,CASH_OUT,$174439.32,C371114905,9585.0,0.0,C991701083,672547.05,1149002.43,0,0
12,PAYMENT,$23769.67,C779668787,528590.72,504821.05,M1425181946,0.0,0.0,0,0
46,PAYMENT,$6305.33,C684547436,27064.0,20758.67,M2142692814,0.0,0.0,0,0
405,CASH_IN,$149965.28,C766870416,3933137.48,4083102.75,C376540670,1935223.22,1785257.94,0,0
19,CASH_OUT,$394488.18,C851951169,0.0,0.0,C1382670516,1057718.45,1452206.63,0,0
209,CASH_OUT,$329156.43,C665359708,329156.43,0.0,C1324874027,0.0,329156.43,1,0
379,CASH_OUT,$433530.97,C885100731,0.0,0.0,C421219978,1428762.86,1862293.83,0,0
322,CASH_OUT,$71329.73,C872768364,71329.73,0.0,C634479660,0.0,71329.73,1,0
612,TRANSFER,$49423.31,C770927537,49423.31,0.0,C1726957418,0.0,0.0,1,0
396,PAYMENT,$14495.03,C779583304,25806.0,11310.97,M879793532,0.0,0.0,0,0
212,CASH_IN,$261767.44,C2049812756,9489664.18,9751431.62,C95352984,1681894.76,1420127.32,0,0
547,CASH_OUT,$594471.04,C1345990968,594471.04,0.0,C623395017,1788456.17,2382927.21,1,0
185,PAYMENT,$14894.44,C1918023717,108.0,0.0,M1665937970,0.0,0.0,0,0
163,CASH_OUT,$29648.09,C1396849224,0.0,0.0,C685681787,214713.12,244361.21,0,0
406,TRANSFER,$669627.43,C1357770570,669627.43,,C1491918880,0.0,0.0,1,0
359,CASH_OUT,$7428844.46,C2052842135,7428844.46,0.0,C1331351284,,7428844.46,1,0
225,CASH_IN,$31202.4,C1301459609,19835617.15,19866819.55,C1631161459,448370.73,,0,0
351,CASH_IN,$158642.65,C1374852611,,684014.01,C170042216,499963.38,341320.74,0,0
469,TRANSFER,$52456.59,C935436697,0.0,0.0,C9089718,3576397.17,3628853.76,0,0
39,TRANSFER,$38478.74,C2064838471,3082.0,0.0,C1598190663,1046209.49,,0,0
686,CASH_OUT,$134227.05,C814528974,134227.05,0.0,C1989640257,2789107.98,2923335.03,1,0
619,CASH_OUT,$108553.71,C650772068,0.0,0.0,C415934036,298183.25,406736.96,0,0
403,PAYMENT,$16221.81,C2049659307,0.0,0.0,M1487240477,0.0,0.0,0,0
363,TRANSFER,$7703574.71,C219294261,7703574.71,0.0,C1925673449,0.0,,1,0
41,PAYMENT,$12588.4,C494614356,,17164.6,M858264211,0.0,0.0,0,0
277,PAYMENT,$9273.42,C1092431005,0.0,0.0,M342713011,0.0,0.0,0,0
7,PAYMENT,$1915.86,C49737193,,8019.14,M1166254470,0.0,0.0,0,0
110,CASH_OUT,$904124.58,C392791213,904124.58,0.0,C1669065740,700603.93,1604728.51,1,0
229,TRANSFER,$176548.74,C717816144,34817.0,0.0,C2110314669,0.0,176548.74,0,0
10,PAYMENT,$21658.35,C1080274517,,195822.7,M635601773,0.0,0.0,0,0
130,CASH_IN,$86823.56,C1344566508,6993119.33,7079942.89,C806957435,,72715.25,0,0
582,PAYMENT,$13735.26,C247468234,50784.0,37048.74,M1401733086,0.0,0.0,0,0
379,CASH_OUT,$169019.27,C1394538421,33049.0,0.0,C1012126923,0.0,169019.27,0,0
208,CASH_OUT,$128325.22,C1058349256,8372.0,0.0,C1179464932,29030.98,157356.2,0,0
8,TRANSFER,$393624.48,C1132762793,17083.0,0.0,C715007517,0.0,,0,0
46,CASH_OUT,$585010.21,C878935318,585010.21,0.0,C2122554602,15969.08,600979.29,1,0
13,CASH_OUT,$24641.39,C1705899936,104526.0,,C1084100201,52292.68,,0,0
177,CASH_IN,$10612.14,C236668867,4764269.31,4774881.45,C2036249515,579865.95,569253.82,0,0
188,CASH_IN,$117948.85,C1579300393,22188747.36,22306696.21,C275621748,446150.68,328201.83,0,0
254,CASH_OUT,$79592.1,C1658564278,54259.0,0.0,C593596322,10835345.5,10914937.59,0,0
371,PAYMENT,$48958.73,C723914774,61956.0,12997.27,M1507755639,,0.0,0,0
188,CASH_IN,$368028.22,C1455855843,9264718.05,9632746.28,C453093453,1332785.3,964757.08,0,0
353,TRANSFER,$205967.63,C1117130872,0.0,0.0,C293561494,337597.7,543565.33,0,0
161,CASH_OUT,$7459.27,C2129765015,145162.0,137702.73,C1719576854,2665621.16,2673080.44,0,0
376,CASH_OUT,$244709.71,C1467179522,546962.83,302253.11,C1198150377,870871.24,1115580.96,0,0
590,TRANSFER,$498183.25,C2137896854,498183.25,0.0,C857500368,0.0,0.0,1,0
37,PAYMENT,$10611.0,C645517554,0.0,0.0,M1098891134,,0.0,0,0
188,PAYMENT,$5421.73,C2101703605,217673.78,212252.05,M1484183593,0.0,0.0,0,0
19,CASH_OUT,$152122.44,C104008256,103144.0,0.0,C1293954727,0.0,152122.44,0,0
345,PAYMENT,$6519.61,C2012668352,16811.0,,M1271100162,0.0,0.0,0,0
39,CASH_OUT,$197200.47,C2110809631,10997.0,0.0,C1196105018,0.0,267681.32,0,0
10,PAYMENT,$30213.03,C532805671,10403.0,,M1561171834,0.0,0.0,0,0
186,PAYMENT,$22806.6,C1732619124,31730.63,8924.03,M648919913,0.0,0.0,0,0
11,CASH_IN,$101575.17,C579280306,33787.0,135362.17,C1983541759,0.0,0.0,0,0
375,CASH_OUT,$31892.14,C180731850,1072.0,0.0,C1039446557,495458.3,527350.44,0,0
567,CASH_OUT,$1839972.36,C111188799,1839972.36,0.0,C493262477,172909.36,2012881.72,1,0
548,CASH_OUT,$244956.09,C1167502856,0.0,0.0,C1581024929,372041.1,,0,0
182,CASH_OUT,$270458.14,C1315766807,1914.0,0.0,C666321758,0.0,270458.14,0,0
297,CASH_OUT,$155840.02,C1176327137,,0.0,C229800511,,163167.6,0,0
276,PAYMENT,$3479.54,C83172882,0.0,0.0,M445912369,0.0,0.0,0,0
332,CASH_OUT,$279071.86,C1687048488,0.0,,C591118818,,618987.6,0,0
255,CASH_OUT,$384224.02,C366157627,65424.0,0.0,C1895269207,96711.65,480935.67,0,0
260,CASH_OUT,$184031.76,C1594936244,0.0,0.0,C668835595,241996.79,426028.55,0,0
299,TRANSFER,$1110596.19,C1517522647,0.0,0.0,C1704308874,10680018.98,11790615.17,0,0
330,CASH_IN,$240082.55,C1775007495,49114.0,289196.55,C1056887406,0.0,,0,0
705,CASH_OUT,$105269.81,C1910128336,105269.81,,C1345723287,,1236445.9,1,0
